dataset,group,queryName,method,actual,estimated,relativeError,qError,fitTimeMs,inferTotalMs,inferPerQueryUs,throughputQps,heapDeltaBytes
synthetic_D2,wide,synthetic_D2_wide_10,GlobalEquiWidthHistogram,6228.0,5969.4053,0.041521,1.043320,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_11,GlobalEquiWidthHistogram,5196.0,5215.4391,0.003741,1.003741,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_12,GlobalEquiWidthHistogram,5722.0,5744.7668,0.003979,1.003979,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_13,GlobalEquiWidthHistogram,5193.0,4351.7347,0.162000,1.193317,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_14,GlobalEquiWidthHistogram,8991.0,8594.6518,0.044083,1.046116,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_15,GlobalEquiWidthHistogram,7868.0,7400.4203,0.059428,1.063183,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_16,GlobalEquiWidthHistogram,6095.0,6451.5988,0.058507,1.058507,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_17,GlobalEquiWidthHistogram,5249.0,5494.2025,0.046714,1.046714,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_18,GlobalEquiWidthHistogram,5745.0,4429.2178,0.229031,1.297069,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_19,GlobalEquiWidthHistogram,7487.0,7094.3907,0.052439,1.055341,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_20,GlobalEquiWidthHistogram,6583.0,6049.2944,0.081073,1.088226,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_21,GlobalEquiWidthHistogram,7515.0,6347.7633,0.155321,1.183882,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_22,GlobalEquiWidthHistogram,6157.0,4862.4673,0.210254,1.266230,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_23,GlobalEquiWidthHistogram,6897.0,6781.5605,0.016738,1.017023,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_24,GlobalEquiWidthHistogram,5348.0,4198.9061,0.214864,1.273665,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_25,GlobalEquiWidthHistogram,5821.0,4988.3086,0.143050,1.166929,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_26,GlobalEquiWidthHistogram,5584.0,6009.5840,0.076215,1.076215,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_27,GlobalEquiWidthHistogram,8411.0,7888.3271,0.062142,1.066259,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_28,GlobalEquiWidthHistogram,5762.0,5908.4406,0.025415,1.025415,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_29,GlobalEquiWidthHistogram,7552.0,6992.8798,0.074036,1.079956,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_30,GlobalEquiWidthHistogram,6649.0,6517.1041,0.019837,1.020238,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_31,GlobalEquiWidthHistogram,5606.0,5546.5549,0.010604,1.010717,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_32,GlobalEquiWidthHistogram,6272.0,6053.6922,0.034807,1.036062,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_33,GlobalEquiWidthHistogram,5659.0,5796.8787,0.024364,1.024364,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_34,GlobalEquiWidthHistogram,9101.0,8671.2178,0.047224,1.049564,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_35,GlobalEquiWidthHistogram,7207.0,7097.9632,0.015129,1.015362,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_36,GlobalEquiWidthHistogram,5303.0,5050.6202,0.047592,1.049970,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_37,GlobalEquiWidthHistogram,5592.0,4681.4901,0.162824,1.194491,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_38,GlobalEquiWidthHistogram,5340.0,4653.1649,0.128621,1.147606,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_39,GlobalEquiWidthHistogram,6122.0,6048.2849,0.012041,1.012188,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_40,GlobalEquiWidthHistogram,5429.0,5633.3936,0.037648,1.037648,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_41,GlobalEquiWidthHistogram,6917.0,5570.1911,0.194710,1.241789,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_42,GlobalEquiWidthHistogram,5866.0,5759.0508,0.018232,1.018571,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_43,GlobalEquiWidthHistogram,7089.0,6434.5269,0.092322,1.101713,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_44,GlobalEquiWidthHistogram,5362.0,4840.5345,0.097252,1.107729,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_45,GlobalEquiWidthHistogram,5443.0,4788.4495,0.120255,1.136694,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_46,GlobalEquiWidthHistogram,9213.0,8814.6205,0.043241,1.045195,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_47,GlobalEquiWidthHistogram,5344.0,5105.7174,0.044589,1.046670,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_48,GlobalEquiWidthHistogram,5424.0,4901.8250,0.096271,1.106527,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_49,GlobalEquiWidthHistogram,7353.0,6410.2240,0.128217,1.147074,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_50,GlobalEquiWidthHistogram,7457.0,6468.2975,0.132587,1.152854,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_51,GlobalEquiWidthHistogram,6818.0,7027.3261,0.030702,1.030702,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_52,GlobalEquiWidthHistogram,5271.0,5387.1121,0.022028,1.022028,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_53,GlobalEquiWidthHistogram,7241.0,6621.0598,0.085615,1.093632,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_54,GlobalEquiWidthHistogram,5510.0,5407.2690,0.018644,1.018999,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_55,GlobalEquiWidthHistogram,5003.0,4751.5741,0.050255,1.052914,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_56,GlobalEquiWidthHistogram,7059.0,6239.7548,0.116057,1.131294,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_57,GlobalEquiWidthHistogram,5238.0,4958.7141,0.053319,1.056322,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_58,GlobalEquiWidthHistogram,5122.0,4853.3027,0.052459,1.055364,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_59,GlobalEquiWidthHistogram,7777.0,7756.2819,0.002664,1.002671,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_60,GlobalEquiWidthHistogram,7703.0,6919.1909,0.101754,1.113280,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_61,GlobalEquiWidthHistogram,7467.0,6524.2747,0.126252,1.144495,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_62,GlobalEquiWidthHistogram,6401.0,6206.1327,0.030443,1.031399,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_63,GlobalEquiWidthHistogram,6813.0,5949.9587,0.126676,1.145050,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_64,GlobalEquiWidthHistogram,5385.0,4886.2364,0.092621,1.102075,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_65,GlobalEquiWidthHistogram,6286.0,5951.4081,0.053228,1.056221,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_66,GlobalEquiWidthHistogram,5084.0,4614.4265,0.092363,1.101762,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_67,GlobalEquiWidthHistogram,6052.0,5989.3058,0.010359,1.010468,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_68,GlobalEquiWidthHistogram,7988.0,7665.5559,0.040366,1.042064,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_69,GlobalEquiWidthHistogram,7416.0,6442.7958,0.131230,1.151053,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_70,GlobalEquiWidthHistogram,6846.0,5652.4201,0.174347,1.211163,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_71,GlobalEquiWidthHistogram,5034.0,5298.2247,0.052488,1.052488,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_72,GlobalEquiWidthHistogram,6922.0,5994.5543,0.133985,1.154715,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_73,GlobalEquiWidthHistogram,6927.0,7091.0772,0.023687,1.023687,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_74,GlobalEquiWidthHistogram,5350.0,5419.7728,0.013042,1.013042,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_75,GlobalEquiWidthHistogram,5920.0,4612.1916,0.220914,1.283555,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_76,GlobalEquiWidthHistogram,8728.0,8645.4336,0.009460,1.009550,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_77,GlobalEquiWidthHistogram,6524.0,6261.2602,0.040273,1.041963,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_78,GlobalEquiWidthHistogram,7603.0,6670.2461,0.122682,1.139838,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_79,GlobalEquiWidthHistogram,6204.0,5593.7719,0.098360,1.109091,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_80,GlobalEquiWidthHistogram,9228.0,8992.9668,0.025470,1.026135,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_81,GlobalEquiWidthHistogram,5323.0,5522.3289,0.037447,1.037447,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_82,GlobalEquiWidthHistogram,5379.0,5168.0892,0.039210,1.040810,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_83,GlobalEquiWidthHistogram,5295.0,4825.6285,0.088644,1.097266,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_84,GlobalEquiWidthHistogram,5122.0,4855.1111,0.052106,1.054971,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_85,GlobalEquiWidthHistogram,7102.0,6893.4355,0.029367,1.030256,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_86,GlobalEquiWidthHistogram,7350.0,6805.4345,0.074091,1.080019,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_87,GlobalEquiWidthHistogram,5413.0,4739.9997,0.124330,1.141983,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_88,GlobalEquiWidthHistogram,5664.0,5542.6764,0.021420,1.021889,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_89,GlobalEquiWidthHistogram,6184.0,6003.9518,0.029115,1.029988,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_90,GlobalEquiWidthHistogram,5191.0,5334.7685,0.027696,1.027696,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_91,GlobalEquiWidthHistogram,5286.0,4896.7329,0.073641,1.079495,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_92,GlobalEquiWidthHistogram,6804.0,6887.3330,0.012248,1.012248,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_93,GlobalEquiWidthHistogram,8357.0,7807.1864,0.065791,1.070424,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_94,GlobalEquiWidthHistogram,6928.0,5675.3611,0.180808,1.220715,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_95,GlobalEquiWidthHistogram,5925.0,5305.9743,0.104477,1.116666,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_96,GlobalEquiWidthHistogram,6389.0,5106.4929,0.200737,1.251152,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_97,GlobalEquiWidthHistogram,5015.0,4312.8335,0.140013,1.162809,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_98,GlobalEquiWidthHistogram,5119.0,4337.0764,0.152749,1.180288,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_99,GlobalEquiWidthHistogram,5880.0,5969.6324,0.015244,1.015244,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_100,GlobalEquiWidthHistogram,5642.0,4573.1122,0.189452,1.233733,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_101,GlobalEquiWidthHistogram,5101.0,3891.0705,0.237195,1.310950,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_102,GlobalEquiWidthHistogram,8496.0,8081.5459,0.048782,1.051284,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_103,GlobalEquiWidthHistogram,5462.0,5426.9092,0.006425,1.006466,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_104,GlobalEquiWidthHistogram,5347.0,4979.0666,0.068811,1.073896,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_105,GlobalEquiWidthHistogram,8017.0,7840.9675,0.021957,1.022450,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_106,GlobalEquiWidthHistogram,5409.0,4266.7933,0.211168,1.267697,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_107,GlobalEquiWidthHistogram,5178.0,4493.5024,0.132193,1.152331,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_108,GlobalEquiWidthHistogram,6801.0,6140.9475,0.097052,1.107484,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_109,GlobalEquiWidthHistogram,6507.0,5462.3293,0.160546,1.191250,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_110,GlobalEquiWidthHistogram,5387.0,4555.3522,0.154381,1.182565,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_111,GlobalEquiWidthHistogram,5816.0,4727.4795,0.187160,1.230254,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_112,GlobalEquiWidthHistogram,5937.0,5078.5934,0.144586,1.169024,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_113,GlobalEquiWidthHistogram,6075.0,5270.8639,0.132368,1.152562,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_114,GlobalEquiWidthHistogram,6334.0,6408.6352,0.011783,1.011783,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_115,GlobalEquiWidthHistogram,5357.0,4518.1761,0.156585,1.185655,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_116,GlobalEquiWidthHistogram,5692.0,5573.4550,0.020827,1.021270,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_117,GlobalEquiWidthHistogram,7838.0,7147.9423,0.088040,1.096539,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_118,GlobalEquiWidthHistogram,6769.0,6524.7955,0.036077,1.037427,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_119,GlobalEquiWidthHistogram,6140.0,5409.1769,0.119027,1.135108,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_120,GlobalEquiWidthHistogram,5723.0,4789.5566,0.163104,1.194891,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_121,GlobalEquiWidthHistogram,7203.0,5980.3081,0.169748,1.204453,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_122,GlobalEquiWidthHistogram,8750.0,8381.0331,0.042168,1.044024,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_123,GlobalEquiWidthHistogram,7276.0,7045.6523,0.031659,1.032694,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_124,GlobalEquiWidthHistogram,5961.0,5586.7938,0.062776,1.066980,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_125,GlobalEquiWidthHistogram,7999.0,7593.2859,0.050721,1.053431,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_126,GlobalEquiWidthHistogram,5546.0,5093.6073,0.081571,1.088816,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_127,GlobalEquiWidthHistogram,5198.0,4339.1229,0.165232,1.197938,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_128,GlobalEquiWidthHistogram,5633.0,5368.6084,0.046936,1.049248,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_129,GlobalEquiWidthHistogram,5486.0,5153.7459,0.060564,1.064468,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_130,GlobalEquiWidthHistogram,5734.0,5897.0856,0.028442,1.028442,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_131,GlobalEquiWidthHistogram,6499.0,6369.8799,0.019868,1.020270,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_132,GlobalEquiWidthHistogram,7510.0,6573.9523,0.124640,1.142387,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_133,GlobalEquiWidthHistogram,5760.0,5186.4883,0.099568,1.110578,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_134,GlobalEquiWidthHistogram,6383.0,6295.5470,0.013701,1.013891,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_135,GlobalEquiWidthHistogram,5949.0,5968.0492,0.003202,1.003202,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_136,GlobalEquiWidthHistogram,6787.0,6424.0140,0.053483,1.056505,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_137,GlobalEquiWidthHistogram,5237.0,4266.9203,0.185236,1.227349,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_138,GlobalEquiWidthHistogram,6319.0,5554.1969,0.121032,1.137698,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_139,GlobalEquiWidthHistogram,7187.0,5977.9635,0.168225,1.202249,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_140,GlobalEquiWidthHistogram,6766.0,5602.8431,0.171912,1.207601,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_141,GlobalEquiWidthHistogram,7569.0,6479.6081,0.143928,1.168126,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_142,GlobalEquiWidthHistogram,5915.0,5737.5974,0.029992,1.030919,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_143,GlobalEquiWidthHistogram,6923.0,6384.7025,0.077755,1.084311,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_144,GlobalEquiWidthHistogram,6463.0,6703.6235,0.037231,1.037231,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_145,GlobalEquiWidthHistogram,7007.0,6800.3907,0.029486,1.030382,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_146,GlobalEquiWidthHistogram,6029.0,5420.2297,0.100974,1.112314,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_147,GlobalEquiWidthHistogram,5876.0,4852.6203,0.174163,1.210892,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_148,GlobalEquiWidthHistogram,5232.0,5109.4205,0.023429,1.023991,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_149,GlobalEquiWidthHistogram,6592.0,5751.1573,0.127555,1.146204,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_150,GlobalEquiWidthHistogram,7498.0,6883.3218,0.081979,1.089300,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_151,GlobalEquiWidthHistogram,6618.0,6516.0358,0.015407,1.015648,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_152,GlobalEquiWidthHistogram,9391.0,9072.8050,0.033883,1.035071,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_153,GlobalEquiWidthHistogram,6377.0,5716.8639,0.103518,1.115472,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_154,GlobalEquiWidthHistogram,5185.0,5078.1696,0.020604,1.021037,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_155,GlobalEquiWidthHistogram,6510.0,5608.0801,0.138544,1.160825,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_156,GlobalEquiWidthHistogram,7585.0,6577.1454,0.132875,1.153236,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_157,GlobalEquiWidthHistogram,7641.0,7266.5347,0.049007,1.051533,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_158,GlobalEquiWidthHistogram,6339.0,5188.7321,0.181459,1.221686,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_159,GlobalEquiWidthHistogram,5990.0,5895.9531,0.015701,1.015951,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_160,GlobalEquiWidthHistogram,6887.0,5844.8896,0.151316,1.178294,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_161,GlobalEquiWidthHistogram,6317.0,5362.7465,0.151061,1.177941,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_162,GlobalEquiWidthHistogram,5628.0,4745.4347,0.156817,1.185982,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_163,GlobalEquiWidthHistogram,6151.0,6374.9331,0.036406,1.036406,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_164,GlobalEquiWidthHistogram,6905.0,6216.1108,0.099767,1.110823,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_165,GlobalEquiWidthHistogram,6171.0,5919.3215,0.040784,1.042518,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_166,GlobalEquiWidthHistogram,7429.0,6898.2873,0.071438,1.076934,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_167,GlobalEquiWidthHistogram,8811.0,8434.4856,0.042732,1.044640,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_168,GlobalEquiWidthHistogram,8432.0,8052.7266,0.044980,1.047099,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_169,GlobalEquiWidthHistogram,5341.0,5227.1843,0.021310,1.021774,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_170,GlobalEquiWidthHistogram,6085.0,4887.0679,0.196866,1.245123,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_171,GlobalEquiWidthHistogram,6315.0,5325.6182,0.156672,1.185778,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_172,GlobalEquiWidthHistogram,7510.0,6544.6892,0.128537,1.147495,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_173,GlobalEquiWidthHistogram,7081.0,6490.3062,0.083420,1.091012,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_174,GlobalEquiWidthHistogram,6796.0,6558.7543,0.034910,1.036172,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_175,GlobalEquiWidthHistogram,5472.0,4420.4221,0.192174,1.237891,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_176,GlobalEquiWidthHistogram,6993.0,6203.5263,0.112895,1.127262,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_177,GlobalEquiWidthHistogram,6494.0,5516.2788,0.150558,1.177243,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_178,GlobalEquiWidthHistogram,6784.0,6417.7505,0.053987,1.057068,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_179,GlobalEquiWidthHistogram,6368.0,6595.4558,0.035719,1.035719,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_180,GlobalEquiWidthHistogram,8378.0,8040.9120,0.040235,1.041922,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_181,GlobalEquiWidthHistogram,5879.0,5388.3851,0.083452,1.091050,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_182,GlobalEquiWidthHistogram,5906.0,5618.9291,0.048607,1.051090,3.977,1.887,3.145,317987.436,2192
synthetic_D2,wide,synthetic_D2_wide_183,GlobalEquiWidthHistogram,7500.0,6987.6924,0.068308,1.073316,3.977,1.887,3.145,317987.436,2192
